Año,Trimestre,Provincia,Mbps,Latitud,Longitud,Meta Mbps
2014,3,Santa Fe,"3,38","-31,6333","-60,7000","3,38"
2014,4,Santa Fe,"3,78","-31,6333","-60,7000","3,44"
2015,1,Santa Fe,"4,06","-31,6333","-60,7000","3,86"
2015,2,Santa Fe,"4,30","-31,6333","-60,7000","4,14"
2015,3,Santa Fe,"4,56","-31,6333","-60,7000","4,39"
2015,4,Santa Fe,"4,81","-31,6333","-60,7000","4,65"
2016,1,Santa Fe,"4,90","-31,6333","-60,7000","4,91"
2016,2,Santa Fe,"5,14","-31,6333","-60,7000","5,00"
2016,3,Santa Fe,"5,68","-31,6333","-60,7000","5,24"
2016,4,Santa Fe,"6,04","-31,6333","-60,7000","5,79"
2017,1,Santa Fe,"6,28","-31,6333","-60,7000","6,16"
2017,2,Santa Fe,"6,84","-31,6333","-60,7000","6,41"
2017,3,Santa Fe,"7,79","-31,6333","-60,7000","6,98"
2017,4,Santa Fe,"10,30","-31,6333","-60,7000","7,95"
2018,1,Santa Fe,"11,17","-31,6333","-60,7000","10,50"
2018,2,Santa Fe,"11,75","-31,6333","-60,7000","11,40"
2018,3,Santa Fe,"12,36","-31,6333","-60,7000","11,98"
2018,4,Santa Fe,"13,18","-31,6333","-60,7000","12,60"
2019,1,Santa Fe,"12,99","-31,6333","-60,7000","13,44"
2019,2,Santa Fe,"15,07","-31,6333","-60,7000","13,25"
2019,3,Santa Fe,"18,17","-31,6333","-60,7000","15,38"
2019,4,Santa Fe,"20,55","-31,6333","-60,7000","18,53"
2020,1,Santa Fe,"22,42","-31,6333","-60,7000","20,96"
2020,2,Santa Fe,"23,93","-31,6333","-60,7000","22,87"
2020,3,Santa Fe,"25,69","-31,6333","-60,7000","24,40"
2020,4,Santa Fe,"27,29","-31,6333","-60,7000","26,20"
2021,1,Santa Fe,"28,13","-31,6333","-60,7000","27,84"
2021,2,Santa Fe,"30,70","-31,6333","-60,7000","28,69"
2021,3,Santa Fe,"33,13","-31,6333","-60,7000","31,32"
2021,4,Santa Fe,"36,02","-31,6333","-60,7000","33,79"
2022,1,Santa Fe,"38,89","-31,6333","-60,7000","36,74"
2022,2,Santa Fe,"42,01","-31,6333","-60,7000","39,67"
2022,3,Santa Fe,"45,15","-31,6333","-60,7000","42,85"
2022,4,Santa Fe,"90,30","-31,6333","-60,7000","46,05"
2023,1,Santa Fe,"92,22","-31,6333","-60,7000","92,11"
2023,2,Santa Fe,"94,87","-31,6333","-60,7000","94,06"
2023,3,Santa Fe,"97,39","-31,6333","-60,7000","96,77"
2023,4,Santa Fe,"99,81","-31,6333","-60,7000","99,34"
2024,1,Santa Fe,"100,20","-31,6333","-60,7000","101,81"
2024,2,Santa Fe,"102,51","-31,6333","-60,7000","102,20"
2014,1,Santiago Del Estero,"2,95","-27,7834","-64,2642","0,00"
2014,2,Santiago Del Estero,"3,07","-27,7834","-64,2642","3,01"
2014,3,Santiago Del Estero,"3,10","-27,7834","-64,2642","3,13"
2014,4,Santiago Del Estero,"3,46","-27,7834","-64,2642","3,16"
2015,1,Santiago Del Estero,"3,57","-27,7834","-64,2642","3,53"
2015,2,Santiago Del Estero,"3,73","-27,7834","-64,2642","3,64"
2015,3,Santiago Del Estero,"3,91","-27,7834","-64,2642","3,80"
2015,4,Santiago Del Estero,"4,09","-27,7834","-64,2642","3,99"
2016,1,Santiago Del Estero,"4,17","-27,7834","-64,2642","4,18"
2016,2,Santiago Del Estero,"4,31","-27,7834","-64,2642","4,26"
2016,3,Santiago Del Estero,"4,67","-27,7834","-64,2642","4,40"
2016,4,Santiago Del Estero,"4,87","-27,7834","-64,2642","4,76"
2017,1,Santiago Del Estero,"4,95","-27,7834","-64,2642","4,96"
2017,2,Santiago Del Estero,"5,06","-27,7834","-64,2642","5,05"
2017,3,Santiago Del Estero,"5,18","-27,7834","-64,2642","5,16"
2017,4,Santiago Del Estero,"6,17","-27,7834","-64,2642","5,28"
2018,1,Santiago Del Estero,"6,25","-27,7834","-64,2642","6,29"
2018,2,Santiago Del Estero,"5,91","-27,7834","-64,2642","6,37"
2018,3,Santiago Del Estero,"5,78","-27,7834","-64,2642","6,03"
2018,4,Santiago Del Estero,"6,31","-27,7834","-64,2642","5,90"
2019,1,Santiago Del Estero,"6,42","-27,7834","-64,2642","6,44"
2019,2,Santiago Del Estero,"7,10","-27,7834","-64,2642","6,54"
2019,3,Santiago Del Estero,"9,39","-27,7834","-64,2642","7,25"
2019,4,Santiago Del Estero,"9,79","-27,7834","-64,2642","9,58"
2020,1,Santiago Del Estero,"10,00","-27,7834","-64,2642","9,99"
2020,2,Santiago Del Estero,"10,41","-27,7834","-64,2642","10,20"
2020,3,Santiago Del Estero,"10,88","-27,7834","-64,2642","10,62"
2020,4,Santiago Del Estero,"11,28","-27,7834","-64,2642","11,10"
2021,1,Santiago Del Estero,"11,58","-27,7834","-64,2642","11,51"
2021,2,Santiago Del Estero,"12,72","-27,7834","-64,2642","11,82"
2021,3,Santiago Del Estero,"13,35","-27,7834","-64,2642","12,97"
2021,4,Santiago Del Estero,"13,84","-27,7834","-64,2642","13,62"
2022,1,Santiago Del Estero,"14,50","-27,7834","-64,2642","14,12"
2022,2,Santiago Del Estero,"16,34","-27,7834","-64,2642","14,79"
2022,3,Santiago Del Estero,"17,69","-27,7834","-64,2642","16,67"
2022,4,Santiago Del Estero,"34,40","-27,7834","-64,2642","18,04"
2023,1,Santiago Del Estero,"36,27","-27,7834","-64,2642","35,09"
2023,2,Santiago Del Estero,"37,62","-27,7834","-64,2642","37,00"
2023,3,Santiago Del Estero,"41,46","-27,7834","-64,2642","38,37"
2023,4,Santiago Del Estero,"44,22","-27,7834","-64,2642","42,29"
2024,1,Santiago Del Estero,"44,90","-27,7834","-64,2642","45,10"
2024,2,Santiago Del Estero,"48,95","-27,7834","-64,2642","45,80"
2014,1,Tierra Del Fuego,"3,45","-54,8019","-68,3029","0,00"
2014,2,Tierra Del Fuego,"3,47","-54,8019","-68,3029","3,52"
2014,3,Tierra Del Fuego,"3,47","-54,8019","-68,3029","3,54"
2014,4,Tierra Del Fuego,"3,47","-54,8019","-68,3029","3,54"
2015,1,Tierra Del Fuego,"3,45","-54,8019","-68,3029","3,54"
2015,2,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,52"
2015,3,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,55"
2015,4,Tierra Del Fuego,"3,47","-54,8019","-68,3029","3,55"
2016,1,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,54"
2016,2,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,54"
2016,3,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,55"
2016,4,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,55"
2017,1,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,55"
2017,2,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,55"
2017,3,Tierra Del Fuego,"3,48","-54,8019","-68,3029","3,55"
2017,4,Tierra Del Fuego,"5,20","-54,8019","-68,3029","3,54"
2018,1,Tierra Del Fuego,"5,77","-54,8019","-68,3029","5,31"
2018,2,Tierra Del Fuego,"5,94","-54,8019","-68,3029","5,88"
2018,3,Tierra Del Fuego,"5,99","-54,8019","-68,3029","6,06"
2018,4,Tierra Del Fuego,"7,44","-54,8019","-68,3029","6,11"
2019,1,Tierra Del Fuego,"6,34","-54,8019","-68,3029","7,59"
2019,2,Tierra Del Fuego,"6,34","-54,8019","-68,3029","6,47"
2019,3,Tierra Del Fuego,"6,69","-54,8019","-68,3029","6,47"
2019,4,Tierra Del Fuego,"7,27","-54,8019","-68,3029","6,82"
2020,1,Tierra Del Fuego,"7,41","-54,8019","-68,3029","7,42"
2020,2,Tierra Del Fuego,"8,13","-54,8019","-68,3029","7,56"
2020,3,Tierra Del Fuego,"8,51","-54,8019","-68,3029","8,29"
2020,4,Tierra Del Fuego,"8,49","-54,8019","-68,3029","8,68"
2021,1,Tierra Del Fuego,"8,73","-54,8019","-68,3029","8,66"
2021,2,Tierra Del Fuego,"8,59","-54,8019","-68,3029","8,91"
2021,3,Tierra Del Fuego,"9,52","-54,8019","-68,3029","8,76"
2021,4,Tierra Del Fuego,"10,70","-54,8019","-68,3029","9,71"
2022,1,Tierra Del Fuego,"10,73","-54,8019","-68,3029","10,91"
2022,2,Tierra Del Fuego,"10,97","-54,8019","-68,3029","10,94"
2022,3,Tierra Del Fuego,"11,01","-54,8019","-68,3029","11,19"
2022,4,Tierra Del Fuego,"13,48","-54,8019","-68,3029","11,23"
2023,1,Tierra Del Fuego,"14,58","-54,8019","-68,3029","13,75"
2023,2,Tierra Del Fuego,"16,92","-54,8019","-68,3029","14,87"
2023,3,Tierra Del Fuego,"17,17","-54,8019","-68,3029","17,26"
2023,4,Tierra Del Fuego,"17,92","-54,8019","-68,3029","17,51"
2024,1,Tierra Del Fuego,"21,54","-54,8019","-68,3029","18,28"
2024,2,Tierra Del Fuego,"22,09","-54,8019","-68,3029","21,97"
2014,1,Tucumán,"3,21","-26,8241","-65,2226","0,00"
2014,2,Tucumán,"3,35","-26,8241","-65,2226","3,27"
2014,3,Tucumán,"3,35","-26,8241","-65,2226","3,42"
2014,4,Tucumán,"3,86","-26,8241","-65,2226","3,42"
2015,1,Tucumán,"4,07","-26,8241","-65,2226","3,94"
2015,2,Tucumán,"4,31","-26,8241","-65,2226","4,15"
2015,3,Tucumán,"4,57","-26,8241","-65,2226","4,39"
2015,4,Tucumán,"4,88","-26,8241","-65,2226","4,66"
2016,1,Tucumán,"5,00","-26,8241","-65,2226","4,98"
2016,2,Tucumán,"5,20","-26,8241","-65,2226","5,10"
2016,3,Tucumán,"5,54","-26,8241","-65,2226","5,30"
2016,4,Tucumán,"5,73","-26,8241","-65,2226","5,66"
2017,1,Tucumán,"5,88","-26,8241","-65,2226","5,84"
2017,2,Tucumán,"6,09","-26,8241","-65,2226","5,99"
2017,3,Tucumán,"6,39","-26,8241","-65,2226","6,22"
2017,4,Tucumán,"9,11","-26,8241","-65,2226","6,51"
2018,1,Tucumán,"9,36","-26,8241","-65,2226","9,29"
2018,2,Tucumán,"13,51","-26,8241","-65,2226","9,54"
2018,3,Tucumán,"15,26","-26,8241","-65,2226","13,78"
2018,4,Tucumán,"16,58","-26,8241","-65,2226","15,56"
2019,1,Tucumán,"16,57","-26,8241","-65,2226","16,91"
2019,2,Tucumán,"18,53","-26,8241","-65,2226","16,90"
2019,3,Tucumán,"19,32","-26,8241","-65,2226","18,90"
2019,4,Tucumán,"29,87","-26,8241","-65,2226","19,71"
2020,1,Tucumán,"32,25","-26,8241","-65,2226","30,47"
2020,2,Tucumán,"32,70","-26,8241","-65,2226","32,89"
2020,3,Tucumán,"34,84","-26,8241","-65,2226","33,36"
2020,4,Tucumán,"36,44","-26,8241","-65,2226","35,53"
2021,1,Tucumán,"37,98","-26,8241","-65,2226","37,17"
2021,2,Tucumán,"40,31","-26,8241","-65,2226","38,74"
2021,3,Tucumán,"42,10","-26,8241","-65,2226","41,12"
2021,4,Tucumán,"45,15","-26,8241","-65,2226","42,94"
2022,1,Tucumán,"47,24","-26,8241","-65,2226","46,05"
2022,2,Tucumán,"50,09","-26,8241","-65,2226","48,18"
2022,3,Tucumán,"53,36","-26,8241","-65,2226","51,09"
2022,4,Tucumán,"88,33","-26,8241","-65,2226","54,43"
2023,1,Tucumán,"95,79","-26,8241","-65,2226","90,10"
2023,2,Tucumán,"96,69","-26,8241","-65,2226","97,71"
2023,3,Tucumán,"98,85","-26,8241","-65,2226","98,62"
2023,4,Tucumán,"101,55","-26,8241","-65,2226","100,83"
2024,1,Tucumán,"103,36","-26,8241","-65,2226","103,58"
2024,2,Tucumán,"108,93","-26,8241","-65,2226","105,43"
